,ESTADO,PRODUTO,MES_ANO,VL_VENDA
1688,AL,GASOLINA,03/2019,4.028169014084507
1689,AL,GASOLINA,03/2020,4.0
1690,AL,GASOLINA,03/2021,4.951612903225806
1691,AL,GASOLINA,03/2022,5.5
1692,AL,GASOLINA,03/2023,5.23404255319149
1693,AL,GASOLINA,03/2024,5.484375
1694,AL,GASOLINA,04/2004,2.0
1695,AL,GASOLINA,04/2005,2.0
1696,AL,GASOLINA,04/2006,2.0
1697,AL,GASOLINA,04/2007,2.0
1698,AL,GASOLINA,04/2008,2.0
1699,AL,GASOLINA,04/2009,2.0
1700,AL,GASOLINA,04/2010,2.0
1701,AL,GASOLINA,04/2011,2.0
1702,AL,GASOLINA,04/2012,2.0
1703,AL,GASOLINA,04/2013,2.0476190476190474
1704,AL,GASOLINA,04/2014,2.625
1705,AL,GASOLINA,04/2015,2.910891089108911
1706,AL,GASOLINA,04/2016,3.0
1707,AL,GASOLINA,04/2017,3.1702127659574466
1708,AL,GASOLINA,04/2018,4.0
1709,AL,GASOLINA,04/2019,4.041095890410959
1710,AL,GASOLINA,04/2020,4.052631578947368
1711,AL,GASOLINA,04/2021,4.971014492753623
1712,AL,GASOLINA,04/2022,6.627906976744186
1713,AL,GASOLINA,04/2023,5.253968253968254
1714,AL,GASOLINA,04/2024,5.511811023622047
1715,AL,GASOLINA,05/2004,2.0
1716,AL,GASOLINA,05/2005,2.0
1717,AL,GASOLINA,05/2006,2.0
1718,AL,GASOLINA,05/2007,2.0
1719,AL,GASOLINA,05/2008,2.0
1720,AL,GASOLINA,05/2009,2.0
1721,AL,GASOLINA,05/2010,2.0
1722,AL,GASOLINA,05/2011,2.049469964664311
1723,AL,GASOLINA,05/2012,2.0
1724,AL,GASOLINA,05/2013,2.037735849056604
1725,AL,GASOLINA,05/2014,2.6419753086419755
1726,AL,GASOLINA,05/2015,2.893333333333333
1727,AL,GASOLINA,05/2016,3.149253731343284
1728,AL,GASOLINA,05/2017,3.2298850574712645
1729,AL,GASOLINA,05/2018,4.070796460176991
1730,AL,GASOLINA,05/2019,4.0
1731,AL,GASOLINA,05/2020,3.683544303797469
1732,AL,GASOLINA,05/2021,5.382978723404255
1733,AL,GASOLINA,05/2022,5.304347826086956
1734,AL,GASOLINA,05/2023,5.179775280898877
1735,AL,GASOLINA,05/2024,5.480769230769231
1736,AL,GASOLINA,06/2004,2.0
1737,AL,GASOLINA,06/2005,2.0
1738,AL,GASOLINA,06/2006,2.0
1739,AL,GASOLINA,06/2007,2.0
1740,AL,GASOLINA,06/2008,2.0
1741,AL,GASOLINA,06/2009,2.0
1742,AL,GASOLINA,06/2010,2.0
1743,AL,GASOLINA,06/2011,2.0
1744,AL,GASOLINA,06/2012,2.0
1745,AL,GASOLINA,06/2013,2.076923076923077
1746,AL,GASOLINA,06/2014,2.3867924528301887
1747,AL,GASOLINA,06/2015,2.978102189781022
1748,AL,GASOLINA,06/2016,3.1073446327683616
1749,AL,GASOLINA,06/2017,3.2
1750,AL,GASOLINA,06/2018,4.0
1751,AL,GASOLINA,06/2019,4.028169014084507
1752,AL,GASOLINA,06/2020,3.936936936936937
1753,AL,GASOLINA,06/2021,5.6
1754,AL,GASOLINA,06/2022,6.383333333333334
1755,AL,GASOLINA,06/2023,5.180555555555555
1756,AL,GASOLINA,06/2024,5.355769230769231
1757,AL,GASOLINA,07/2004,2.0
1758,AL,GASOLINA,07/2005,2.0
1759,AL,GASOLINA,07/2006,2.0
1760,AL,GASOLINA,07/2007,2.0
1761,AL,GASOLINA,07/2008,2.0
1762,AL,GASOLINA,07/2009,2.0
1763,AL,GASOLINA,07/2010,2.0
1764,AL,GASOLINA,07/2011,2.0
1765,AL,GASOLINA,07/2012,2.0
1766,AL,GASOLINA,07/2013,2.0
1767,AL,GASOLINA,07/2014,2.406779661016949
1768,AL,GASOLINA,07/2015,3.0
1769,AL,GASOLINA,07/2016,3.117647058823529
1770,AL,GASOLINA,07/2017,3.1702127659574466
1771,AL,GASOLINA,07/2018,3.960526315789474
1772,AL,GASOLINA,07/2019,4.0
1773,AL,GASOLINA,07/2020,3.972972972972973
1774,AL,GASOLINA,07/2021,5.137254901960785
1775,AL,GASOLINA,07/2022,5.9298245614035086
1776,AL,GASOLINA,07/2023,4.988636363636363
1777,AL,GASOLINA,07/2024,5.671875
1778,AL,GASOLINA,08/2004,2.0
1779,AL,GASOLINA,08/2005,2.0
1780,AL,GASOLINA,08/2006,2.0
1781,AL,GASOLINA,08/2007,2.0
1782,AL,GASOLINA,08/2008,2.0
1783,AL,GASOLINA,08/2009,2.0
1784,AL,GASOLINA,08/2010,2.0
1785,AL,GASOLINA,08/2011,2.0
1786,AL,GASOLINA,08/2012,2.0
1787,AL,GASOLINA,08/2013,2.107692307692308
1788,AL,GASOLINA,08/2014,2.418918918918919
1789,AL,GASOLINA,08/2015,2.84251968503937
1790,AL,GASOLINA,08/2016,3.061224489795918
1791,AL,GASOLINA,08/2017,3.1142857142857143
1792,AL,GASOLINA,08/2018,3.983050847457627
1793,AL,GASOLINA,08/2019,4.08
1794,AL,GASOLINA,08/2020,3.7666666666666666
1795,AL,GASOLINA,08/2021,5.363636363636363
1796,AL,GASOLINA,08/2022,6.013513513513513
1797,AL,GASOLINA,08/2023,5.321428571428571
1798,AL,GASOLINA,08/2024,5.260869565217392
1799,AL,GASOLINA,09/2004,2.0
1800,AL,GASOLINA,09/2005,2.0
1801,AL,GASOLINA,09/2006,2.0
1802,AL,GASOLINA,09/2007,2.0
1803,AL,GASOLINA,09/2008,2.0
1804,AL,GASOLINA,09/2009,2.0
1805,AL,GASOLINA,09/2010,2.0
1806,AL,GASOLINA,09/2011,2.0
1807,AL,GASOLINA,09/2012,2.0
1808,AL,GASOLINA,09/2013,2.051948051948052
1809,AL,GASOLINA,09/2014,2.4242424242424243
1810,AL,GASOLINA,09/2015,2.958041958041958
1811,AL,GASOLINA,09/2016,3.142857142857143
1812,AL,GASOLINA,09/2017,3.1796875
1813,AL,GASOLINA,09/2018,4.0
1814,AL,GASOLINA,09/2019,4.0588235294117645
1815,AL,GASOLINA,09/2020,3.8
1816,AL,GASOLINA,09/2021,5.46
1817,AL,GASOLINA,09/2022,6.456521739130435
1818,AL,GASOLINA,09/2023,4.850746268656716
1819,AL,GASOLINA,09/2024,5.723214285714286
1820,AL,GASOLINA,10/2004,2.0
1821,AL,GASOLINA,10/2005,2.0
1822,AL,GASOLINA,10/2006,2.0
1823,AL,GASOLINA,10/2007,2.0
1824,AL,GASOLINA,10/2008,2.0
1825,AL,GASOLINA,10/2009,2.0
1826,AL,GASOLINA,10/2010,2.0
1827,AL,GASOLINA,10/2011,2.167832167832168
1828,AL,GASOLINA,10/2012,2.0
1829,AL,GASOLINA,10/2013,2.027173913043478
1830,AL,GASOLINA,10/2014,2.5885416666666665
1831,AL,GASOLINA,10/2015,2.98936170212766
1832,AL,GASOLINA,10/2016,3.0786516853932584
1833,AL,GASOLINA,10/2017,3.06
1834,AL,GASOLINA,10/2018,4.050691244239632
1835,AL,GASOLINA,10/2019,4.051724137931035
1836,AL,GASOLINA,10/2020,4.0
1837,AL,GASOLINA,10/2021,5.125
1838,AL,GASOLINA,10/2022,5.261682242990654
1839,AL,GASOLINA,10/2023,5.181818181818182
1840,AL,GASOLINA,10/2024,5.512195121951219
1841,AL,GASOLINA,11/2004,2.0
1842,AL,GASOLINA,11/2005,2.0
1843,AL,GASOLINA,11/2006,2.0
1844,AL,GASOLINA,11/2007,2.0
1845,AL,GASOLINA,11/2008,2.0
1846,AL,GASOLINA,11/2009,2.0
1847,AL,GASOLINA,11/2010,2.0
1848,AL,GASOLINA,11/2011,2.0
1849,AL,GASOLINA,11/2012,2.0
1850,AL,GASOLINA,11/2013,2.0463320463320462
1851,AL,GASOLINA,11/2014,2.6222222222222222
1852,AL,GASOLINA,11/2015,2.9836065573770494
1853,AL,GASOLINA,11/2016,3.102803738317757
1854,AL,GASOLINA,11/2017,3.0
1855,AL,GASOLINA,11/2018,4.02
1856,AL,GASOLINA,11/2019,4.043010752688172
1857,AL,GASOLINA,11/2020,3.91875
1858,AL,GASOLINA,11/2021,5.130952380952381
1859,AL,GASOLINA,11/2022,6.135135135135135
1860,AL,GASOLINA,11/2023,5.240601503759399
1861,AL,GASOLINA,11/2024,5.464
1862,AL,GASOLINA,12/2004,2.0
1863,AL,GASOLINA,12/2005,2.0
1864,AL,GASOLINA,12/2006,2.0
1865,AL,GASOLINA,12/2007,2.0
1866,AL,GASOLINA,12/2008,2.0
1867,AL,GASOLINA,12/2009,2.0
1868,AL,GASOLINA,12/2010,2.0
1869,AL,GASOLINA,12/2011,2.0
1870,AL,GASOLINA,12/2012,2.0
1871,AL,GASOLINA,12/2013,2.063380281690141
1872,AL,GASOLINA,12/2014,2.5517241379310347
1873,AL,GASOLINA,12/2015,2.8545454545454545
1874,AL,GASOLINA,12/2016,3.1555555555555554
1875,AL,GASOLINA,12/2017,3.1690140845070425
1876,AL,GASOLINA,12/2018,4.067669172932331
1877,AL,GASOLINA,12/2019,4.038461538461538
1878,AL,GASOLINA,12/2020,3.741935483870968
1879,AL,GASOLINA,12/2021,5.035714285714286
1880,AL,GASOLINA,12/2022,5.0
1881,AL,GASOLINA,12/2023,5.102564102564102
1882,AL,GASOLINA,12/2024,5.408602150537634
1883,AL,GASOLINA,<NA>/<NA>,2.753496877614147
2851,AM,GASOLINA,01/2004,1.7791411042944785
2852,AM,GASOLINA,01/2005,2.0
2853,AM,GASOLINA,01/2006,2.0081967213114758
2854,AM,GASOLINA,01/2007,2.016260162601626
2855,AM,GASOLINA,01/2008,2.0132743362831858
2856,AM,GASOLINA,01/2009,2.0185185185185186
2857,AM,GASOLINA,01/2010,2.066006600660066
2858,AM,GASOLINA,01/2011,2.1870503597122304
2859,AM,GASOLINA,01/2012,2.130081300813008
2860,AM,GASOLINA,01/2013,2.601941747572816
2861,AM,GASOLINA,01/2014,2.920863309352518
2862,AM,GASOLINA,01/2015,3.1
2863,AM,GASOLINA,01/2016,3.2746113989637307
2864,AM,GASOLINA,01/2017,3.47
2865,AM,GASOLINA,01/2018,4.007518796992481
2866,AM,GASOLINA,01/2019,3.9649122807017534
2867,AM,GASOLINA,01/2020,4.071428571428571
2868,AM,GASOLINA,01/2021,5.619047619047619
2869,AM,GASOLINA,01/2022,5.555555555555555
2870,AM,GASOLINA,01/2023,5.846153846153846
2871,AM,GASOLINA,01/2024,6.348484848484849
2872,AM,GASOLINA,02/2004,1.9215686274509804
2873,AM,GASOLINA,02/2005,2.0
2874,AM,GASOLINA,02/2006,2.0260115606936417
2875,AM,GASOLINA,02/2007,2.0252365930599368
2876,AM,GASOLINA,02/2008,2.007843137254902
2877,AM,GASOLINA,02/2009,2.0179640718562872
2878,AM,GASOLINA,02/2010,2.135135135135135
2879,AM,GASOLINA,02/2011,2.1311475409836067
2880,AM,GASOLINA,02/2012,2.2007042253521125
2881,AM,GASOLINA,02/2013,2.4150943396226414
2882,AM,GASOLINA,02/2014,2.968911917098445
2883,AM,GASOLINA,02/2015,3.1447368421052637
2884,AM,GASOLINA,02/2016,3.3461538461538463
2885,AM,GASOLINA,02/2017,3.3577981651376145
2886,AM,GASOLINA,02/2018,3.886363636363636
2887,AM,GASOLINA,02/2019,3.941176470588236
2888,AM,GASOLINA,02/2020,4.0
2889,AM,GASOLINA,02/2021,5.2075471698113205
2890,AM,GASOLINA,02/2022,6.300970873786408
2891,AM,GASOLINA,02/2023,5.423728813559322
2892,AM,GASOLINA,02/2024,5.846153846153846
2893,AM,GASOLINA,03/2004,2.0
2894,AM,GASOLINA,03/2005,2.0
2895,AM,GASOLINA,03/2006,2.013752455795678
2896,AM,GASOLINA,03/2007,2.010126582278481
2897,AM,GASOLINA,03/2008,2.021459227467812
2898,AM,GASOLINA,03/2009,2.024390243902439
2899,AM,GASOLINA,03/2010,2.0
2900,AM,GASOLINA,03/2011,2.355704697986577
2901,AM,GASOLINA,03/2012,2.2142857142857144
2902,AM,GASOLINA,03/2013,2.333333333333333
2903,AM,GASOLINA,03/2014,2.9651162790697674
2904,AM,GASOLINA,03/2015,3.0182648401826486
2905,AM,GASOLINA,03/2016,3.935483870967742
2906,AM,GASOLINA,03/2017,3.3157894736842106
2907,AM,GASOLINA,03/2018,4.091549295774648
2908,AM,GASOLINA,03/2019,3.6625
2909,AM,GASOLINA,03/2020,3.577777777777778
2910,AM,GASOLINA,03/2021,4.775510204081633
2911,AM,GASOLINA,03/2022,5.596491228070176
2912,AM,GASOLINA,03/2023,5.738738738738738
2913,AM,GASOLINA,03/2024,5.855555555555555
2914,AM,GASOLINA,04/2004,1.9848484848484849
2915,AM,GASOLINA,04/2005,2.0098522167487687
2916,AM,GASOLINA,04/2006,2.023605150214592
2917,AM,GASOLINA,04/2007,2.0177514792899407
2918,AM,GASOLINA,04/2008,2.0148698884758365
2919,AM,GASOLINA,04/2009,2.0054644808743167
2920,AM,GASOLINA,04/2010,2.1954887218045114
